*forward_reaction
0	1	0	1	0	0	0	0	0
1	0	1	0	0	0	0	0	0
1	0	0	0	1	0	0	0	0
0	0	0	0	2	0	0	0	0
0	0	2	0	0	0	0	0	0
0	0	0	2	0	0	0	0	0
1	0	0	2	0	0	0	0	0
0	0	0	2	0	0	0	1	0
0	0	0	1	1	0	0	0	0
0	1	0	1	0	0	0	0	0
1	1	0	1	0	0	0	0	0
0	2	0	1	0	0	0	0	0
0	1	0	1	0	0	0	0	1
0	1	0	1	0	0	0	1	0
0	0	0	1	0	1	0	0	0
0	0	0	1	0	1	0	0	0
0	0	0	1	0	1	0	0	0
0	0	1	0	0	1	0	0	0
0	0	0	0	1	1	0	0	0
0	0	0	0	0	2	0	0	0
0	0	0	0	0	0	1	0	0
0	0	0	1	0	0	1	0	0
0	0	0	1	0	0	1	0	0
0	0	1	0	0	0	1	0	0
0	0	0	0	1	0	1	0	0
*backward_reaction
0	0	1	0	1	0	0	0	0
0	0	0	1	1	0	0	0	0
0	0	0	1	0	0	0	1	0
0	0	1	0	0	0	0	1	0
0	1	0	0	0	0	0	0	0
1	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0	0
1	0	0	0	0	0	0	1	0
0	0	0	0	0	0	0	1	0
0	0	0	0	0	1	0	0	0
1	0	0	0	0	1	0	0	0
0	1	0	0	0	1	0	0	0
0	0	0	0	0	1	0	0	1
0	0	0	0	0	1	0	1	0
0	0	0	0	2	0	0	0	0
1	1	0	0	0	0	0	0	0
0	0	1	0	0	0	0	1	0
0	1	0	0	1	0	0	0	0
0	1	0	0	0	0	0	1	0
0	1	0	0	0	0	1	0	0
0	0	0	0	2	0	0	0	0
1	0	0	0	0	1	0	0	0
0	0	0	0	1	0	0	1	0
0	0	0	0	1	1	0	0	0
0	0	0	0	0	1	0	1	0
*third_body
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
2.9	1.2	1	1	1	1	1	18.5	1.2
2.22	1.6	1	1	1	1	1	23.56	1.6
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1.9	2.6	1	1	1	1	1	9.5	2.6
2.64	0.856	1	1	1	1	1	17.66	0.93
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
1.9	2.6	1	1	1	1	1	9.5	2.6
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
*Arrhenius
2.639E-07	-0.927 	-8.492E+03	9.129E-10	-0.559	1.660E+02
8.398E-20	2.670 	-3.163E+03	3.386E-20	2.685	-2.175E+03
3.585E-16	1.510 	-1.726E+03	1.099E-15	1.566	-9.370E+03
3.486E-16	1.400 	1.997E+02	2.125E-15	1.471	-8.414E+03
2.755E-31	-1.000 	0.000E+00	6.141E-06	-1.047	-5.976E+04
1.763E-30	-1.000 	0.000E+00	3.203E-07	-0.687	-5.208E+04
2.534E-31	-0.600 	0.000E+00	4.564E-08	-0.286	-5.208E+04
1.653E-28	-1.250 	0.000E+00	2.921E-05	0.933	-5.208E+04
2.314E-26	-2.000 	0.000E+00	1.578E-02	-1.658	-5.974E+04
1.928E-30	-0.800 	0.000E+00	5.129E-07	-0.666	-2.446E+04
7.713E-30	-0.860 	0.000E+00	2.025E-06	-0.725	-2.446E+04
8.264E-28	-1.720 	0.000E+00	2.191E-04	-1.586	-2.446E+04
1.033E-27	-1.720 	0.000E+00	2.739E-04	-1.586	-2.446E+04
2.590E-29	-0.760 	0.000E+00	6.705E-06	-0.623	-2.446E+04
3.652E-10	0.000 	-7.096E+02	3.668E-13	0.555	-1.869E+04
4.149E-11	0.000 	-3.488E+02	2.125E-11	0.217	-2.795E+04
8.299E-12	0.000 	-7.096E+02	6.822E-14	0.587	-2.733E+04
3.320E-11	0.000 	0.000E+00	8.315E-12	0.207	-2.663E+04
3.320E-11	0.000 	0.000E+00	6.556E-11	0.243	-3.526E+04
1.759E-13	0.000 	8.540E+02	2.938E-11	-0.402	-1.865E+04
1.660E-07	0.000 	-2.338E+04	2.975E-36	0.855	2.617E+03
2.822E-12	0.000 	-1.900E+03	7.137E-15	0.645	-9.980E+03
1.660E-11	0.000 	-1.804E+03	2.141E-16	1.19	-3.555E+04
4.647E-11	0.000 	-3.223E+03	5.759E-14	0.635	-1.033E+04
1.162E-11	0.000 	-7.217E+02	1.100E-13	0.675	-1.646E+04
