H2		O2		O		H		OH		HO2		H2O2	H2O		Xe	    N2		N2
0		0		0		0		0		0		0		0		0		1		0
29		15		0		0		0		0		0		0		56		0		0
6		3		0		0		0		0		0		0		11		0		0
