*forward_reaction
1	0	0	0	0	0	0	0	0
0	1	0	0	0	0	0	0	0
0	0	0	0	0	0	0	1	0
0	0	0	0	1	0	0	0	0
0	0	1	0	0	0	0	1	0
0	0	0	1	0	0	0	1	0
0	1	0	1	0	0	0	0	0
1	0	1	0	0	0	0	0	0
*backward_reaction
0	0	0	2	0	0	0	0	0
0	0	2	0	0	0	0	0	0
0	0	0	1	1	0	0	0	0
0	0	1	1	0	0	0	0	0
0	0	0	0	2	0	0	0	0
1	0	0	0	1	0	0	0	0
0	0	1	0	1	0	0	0	0
0	0	0	1	1	0	0	0	0
*third_body
1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1
1	1	1	1	1	1	1	1	1
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0
*Arrhenius								
5.500E+18	-1	1.0330E+05	1.800E+15	-1	0.0000E+00
7.200E+18	-1	1.1791E+05	4.000E+14	-1	0.0000E+00
5.200E+21	-1.5	1.1800E+05	4.400E+17	-1.5	0.0000E+00
8.500E+18	-1	1.0100E+05	7.100E+15	-1	0.0000E+00
5.800E+13	0	1.8000E+04	5.300E+12	0	1.0000E+03
8.400E+13	0	2.0100E+04	2.000E+13	0	5.1660E+03
2.200E+14	0	1.6800E+04	1.500E+13	0	0.0000E+00
7.500E+13	0	1.1100E+04	3.000E+13	0	8.8000E+03
